,year,carb_cost,tax_type,taxed_countries,taxing_countries,taxed_sectors,fair_tax,pol_pay_tax,tax_scheme,tau_factor,sigma_path,eta_path,path,path_tax_scheme,num,num_type,num_country,emissions,utility
0,2018,0.0,uniform_fair,,,,True,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_150/1_results.csv,,82961753.95007612,wage,WLD,46514.08959472819,1.0
1,2018,1e-06,uniform_fair,,,,True,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_150/2_results.csv,,82961753.95007612,wage,WLD,46312.91829678792,0.999998791052162
2,2018,2e-06,uniform_fair,,,,True,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_150/3_results.csv,,82961753.95007612,wage,WLD,46114.960027102745,0.999995213397777
3,2018,3e-06,uniform_fair,,,,True,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_150/4_results.csv,,82961753.95007612,wage,WLD,45919.73479435736,0.9999893311797612
4,2018,4e-06,uniform_fair,,,,True,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_150/5_results.csv,,82961753.95007612,wage,WLD,45727.18878642343,0.9999812036088284
5,2018,4.999999999999999e-06,uniform_fair,,,,True,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_150/6_results.csv,,82961753.95007612,wage,WLD,45537.11204157738,0.9999708838084286
6,2018,6e-06,uniform_fair,,,,True,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_150/7_results.csv,,82961753.95007612,wage,WLD,45349.39889476824,0.999958423696531
7,2018,7e-06,uniform_fair,,,,True,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_150/8_results.csv,,82961753.95007612,wage,WLD,45163.96550584423,0.9999438725535776
8,2018,8e-06,uniform_fair,,,,True,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_150/9_results.csv,,82961753.95007612,wage,WLD,44980.74102625707,0.9999272780288008
9,2018,9e-06,uniform_fair,,,,True,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_150/10_results.csv,,82961753.95007612,wage,WLD,44799.66316109329,0.9999086852211604
10,2018,9.999999999999996e-06,uniform_fair,,,,True,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_150/11_results.csv,,82961753.95007612,wage,WLD,44620.67565361111,0.9998881388997378
11,2018,1.1e-05,uniform_fair,,,,True,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_150/12_results.csv,,82961753.95007612,wage,WLD,44443.80728397459,0.999865682140815
12,2018,1.2e-05,uniform_fair,,,,True,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_150/13_results.csv,,82961753.95007612,wage,WLD,44268.85531276357,0.9998413556847658
