,year,carb_cost,tax_type,taxed_countries,taxing_countries,taxed_sectors,fair_tax,pol_pay_tax,tax_scheme,tau_factor,sigma_path,eta_path,path,path_tax_scheme,num,num_type,num_country,emissions,utility
0,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/1_results.csv,results/2018_117/1_results_tax_scheme.csv,82961753.95007612,wage,WLD,46514.08959472819,1.0
1,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/2_results.csv,results/2018_117/2_results_tax_scheme.csv,82961753.95007612,wage,WLD,46457.459630934965,0.999999803721726
2,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/3_results.csv,results/2018_117/3_results_tax_scheme.csv,82961753.95007612,wage,WLD,46401.62919241195,0.9999992214463996
3,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/4_results.csv,results/2018_117/4_results_tax_scheme.csv,82961753.95007612,wage,WLD,46346.43086381903,0.999998263523622
4,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/5_results.csv,results/2018_117/5_results_tax_scheme.csv,82961753.95007612,wage,WLD,46291.76637311891,0.9999969363638592
5,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/6_results.csv,results/2018_117/6_results_tax_scheme.csv,82961753.95007612,wage,WLD,46237.574074271804,0.9999952457191188
6,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/7_results.csv,results/2018_117/7_results_tax_scheme.csv,82961753.95007612,wage,WLD,46183.81285087805,0.9999931966411502
7,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/8_results.csv,results/2018_117/8_results_tax_scheme.csv,82961753.95007612,wage,WLD,46130.453897038016,0.9999907940232088
8,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/9_results.csv,results/2018_117/9_results_tax_scheme.csv,82961753.95007612,wage,WLD,46077.47620943207,0.9999880422351168
9,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/10_results.csv,results/2018_117/10_results_tax_scheme.csv,82961753.95007612,wage,WLD,46024.863744228685,0.999984945581188
10,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/11_results.csv,results/2018_117/11_results_tax_scheme.csv,82961753.95007612,wage,WLD,45972.60392425595,0.9999815085562116
11,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/12_results.csv,results/2018_117/12_results_tax_scheme.csv,82961753.95007612,wage,WLD,45920.68631281611,0.9999777348825136
12,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/13_results.csv,results/2018_117/13_results_tax_scheme.csv,82961753.95007612,wage,WLD,45869.1023150737,0.9999736283542542
13,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/14_results.csv,results/2018_117/14_results_tax_scheme.csv,82961753.95007612,wage,WLD,45817.84439942833,0.9999691934478536
14,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/15_results.csv,results/2018_117/15_results_tax_scheme.csv,82961753.95007612,wage,WLD,45766.90598894667,0.9999644335005804
15,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/16_results.csv,results/2018_117/16_results_tax_scheme.csv,82961753.95007612,wage,WLD,45716.28116109236,0.9999593525541324
16,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/17_results.csv,results/2018_117/17_results_tax_scheme.csv,82961753.95007612,wage,WLD,45665.96453506023,0.999953954009582
17,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/18_results.csv,results/2018_117/18_results_tax_scheme.csv,82961753.95007612,wage,WLD,45615.95118925749,0.9999482419543588
18,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/19_results.csv,results/2018_117/19_results_tax_scheme.csv,82961753.95007612,wage,WLD,45566.23644089407,0.9999422197154884
19,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/20_results.csv,results/2018_117/20_results_tax_scheme.csv,82961753.95007612,wage,WLD,45516.8160265997,0.9999358904495884
20,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/21_results.csv,results/2018_117/21_results_tax_scheme.csv,82961753.95007612,wage,WLD,45467.685746186165,0.9999292580077432
21,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/22_results.csv,results/2018_117/22_results_tax_scheme.csv,82961753.95007612,wage,WLD,45418.84170473306,0.9999223256545156
22,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/23_results.csv,results/2018_117/23_results_tax_scheme.csv,82961753.95007612,wage,WLD,45370.28005299216,0.999915096549446
23,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/24_results.csv,results/2018_117/24_results_tax_scheme.csv,82961753.95007612,wage,WLD,45321.99731040046,0.99990757418267
24,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/25_results.csv,results/2018_117/25_results_tax_scheme.csv,82961753.95007612,wage,WLD,45273.98985901013,0.9998997616146336
25,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/26_results.csv,results/2018_117/26_results_tax_scheme.csv,82961753.95007612,wage,WLD,45226.25436565568,0.9998916620509044
26,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/27_results.csv,results/2018_117/27_results_tax_scheme.csv,82961753.95007612,wage,WLD,45178.78750178258,0.9998832784111032
27,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/28_results.csv,results/2018_117/28_results_tax_scheme.csv,82961753.95007612,wage,WLD,45131.58614013644,0.9998746139575262
28,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/29_results.csv,results/2018_117/29_results_tax_scheme.csv,82961753.95007612,wage,WLD,45084.64712023844,0.9998656717616362
29,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/30_results.csv,results/2018_117/30_results_tax_scheme.csv,82961753.95007612,wage,WLD,45037.9674363713,0.9998564544921208
30,2018,,specific,,,,False,False,consumer,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_117/31_results.csv,results/2018_117/31_results_tax_scheme.csv,82961753.95007612,wage,WLD,44991.5441265581,0.9998469651242248
