,year,carb_cost,tax_type,taxed_countries,taxing_countries,taxed_sectors,fair_tax,pol_pay_tax,tax_scheme,tau_factor,sigma_path,eta_path,path,path_tax_scheme,num,num_type,num_country,emissions,utility
0,2018,0.0,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/1_results.csv,,82961753.95007612,wage,WLD,46514.08959472819,1.0000000000000002
1,2018,1e-06,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/2_results.csv,,82961753.95007612,wage,WLD,46310.48113528798,0.9999987795901596
2,2018,2e-06,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/3_results.csv,,82961753.95007612,wage,WLD,46112.66189148851,0.9999951995831884
3,2018,3e-06,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/4_results.csv,,82961753.95007612,wage,WLD,45918.11731339461,0.9999893264338172
4,2018,4e-06,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/5_results.csv,,82961753.95007612,wage,WLD,45726.19190489151,0.9999812109526404
5,2018,4.999999999999999e-06,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/6_results.csv,,82961753.95007612,wage,WLD,45536.64517821212,0.9999709022609612
6,2018,6e-06,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/7_results.csv,,82961753.95007612,wage,WLD,45349.35430236459,0.9999584486185852
7,2018,7e-06,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/8_results.csv,,82961753.95007612,wage,WLD,45164.23736999628,0.9999438968713232
8,2018,8e-06,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/9_results.csv,,82961753.95007612,wage,WLD,44981.22963540818,0.999927292616176
9,2018,9e-06,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/10_results.csv,,82961753.95007612,wage,WLD,44800.274981028015,0.9999086800094792
10,2018,9.999999999999996e-06,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/11_results.csv,,82961753.95007612,wage,WLD,44621.32244251031,0.9998881018636984
11,2018,1.1e-05,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/12_results.csv,,82961753.95007612,wage,WLD,44444.32458597502,0.9998655994612544
12,2018,1.2e-05,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/13_results.csv,,82961753.95007612,wage,WLD,44269.23671127968,0.9998412129557088
13,2018,1.2999999999999998e-05,uniform,,,,False,False,consumer,1,rescaled_to_4elasticities_agg2.csv,rescaled_to_4elasticities_agg2.csv,2018_501/14_results.csv,,82961753.95007612,wage,WLD,44096.01636234524,0.9998149811925198
