,year,carb_cost,tax_type,taxed_countries,taxing_countries,taxed_sectors,fair_tax,pol_pay_tax,tax_scheme,sigma_path,eta_path,path,path_tax_scheme,num,num_type,num_country,emissions,utility
0,2018,0.0,uniform,,,,False,False,consumer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_50/1_results.csv,,82961753.95007612,wage,WLD,46514.08959472819,1.0
1,2018,1e-06,uniform,,,,False,False,consumer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_50/2_results.csv,,82961753.95007612,wage,WLD,46313.47878396927,0.9999987884374524
2,2018,2e-06,uniform,,,,False,False,consumer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_50/3_results.csv,,82961753.95007612,wage,WLD,46116.05714605148,0.999995203471665
3,2018,3e-06,uniform,,,,False,False,consumer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_50/4_results.csv,,82961753.95007612,wage,WLD,45921.44364841207,0.9999893102309428
4,2018,4e-06,uniform,,,,False,False,consumer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_50/5_results.csv,,82961753.95007612,wage,WLD,45729.42029294052,0.9999811668459732
5,2018,4.999999999999999e-06,uniform,,,,False,False,consumer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_50/6_results.csv,,82961753.95007612,wage,WLD,45539.843991944246,0.9999708275625964
6,2018,6e-06,uniform,,,,False,False,consumer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_50/7_results.csv,,82961753.95007612,wage,WLD,45352.61010275211,0.9999583439582712
7,2018,7e-06,uniform,,,,False,False,consumer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_50/8_results.csv,,82961753.95007612,wage,WLD,45167.63558210823,0.999943765496916
8,2018,8e-06,uniform,,,,False,False,consumer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_50/9_results.csv,,82961753.95007612,wage,WLD,44984.85050746431,0.999927139811608
9,2018,9e-06,uniform,,,,False,False,consumer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_50/10_results.csv,,82961753.95007612,wage,WLD,44804.19349930329,0.9999085128798708
